
---------- Begin Simulation Statistics ----------
simSeconds                                   1.344674                       # Number of seconds simulated (Second)
simTicks                                 1344673655000                       # Number of ticks simulated (Tick)
finalTick                                1344673655000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   4287.26                       # Real time elapsed on the host (Second)
hostTickRate                                313643903                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    1231868                       # Number of bytes of host memory used (Byte)
simInsts                                   3441221646                       # Number of instructions simulated (Count)
simOps                                     3441221940                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   802662                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     802662                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                       2689347336                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.781509                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.279575                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                      3441758820                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                  8433662                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                     3443846293                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                1664123                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined              8970541                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined           7988857                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                1327                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples          2688249463                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.281074                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.110579                       # Number of insts issued each cycle (Count)
system.cpu.workload.numSyscalls                   426                       # Number of system calls (Count)
system.cpu_clk_domain.clock                       500                       # Clock period in ticks (Tick)
system.cpu_voltage_domain.voltage                   1                       # Voltage in Volts (Volt)
system.mem_ctrls.avgPriority_writebacks::samples   3152807.00                       # Average QoS priority value for accepted requests (Count)
system.mem_ctrls.avgPriority_cpu.inst::samples     13467.00                       # Average QoS priority value for accepted requests (Count)
system.mem_ctrls.avgPriority_cpu.data::samples   5744097.00                       # Average QoS priority value for accepted requests (Count)
system.mem_ctrls.priorityMinLatency      0.000000018750                       # per QoS priority minimum request to response latency (Second)
system.mem_ctrls.priorityMaxLatency      0.006061632500                       # per QoS priority maximum request to response latency (Second)
system.mem_ctrls.numReadWriteTurnArounds       184141                       # Number of turnarounds from READ to WRITE (Count)
system.mem_ctrls.numWriteReadTurnArounds       184141                       # Number of turnarounds from WRITE to READ (Count)
system.mem_ctrls.numStayReadState            14520248                       # Number of times bus staying in READ state (Count)
system.mem_ctrls.numStayWriteState            2973913                       # Number of times bus staying in WRITE state (Count)
system.mem_ctrls.readReqs                     5775499                       # Number of read requests accepted (Count)
system.mem_ctrls.writeReqs                    3166466                       # Number of write requests accepted (Count)
system.mem_ctrls.readBursts                   5775499                       # Number of controller read bursts, including those serviced by the write queue (Count)
system.mem_ctrls.writeBursts                  3166466                       # Number of controller write bursts, including those merged in the write queue (Count)
system.mem_ctrls.servicedByWrQ                  17935                       # Number of controller read bursts serviced by the write queue (Count)
system.mem_ctrls.mergedWrBursts                 13659                       # Number of controller write bursts merged with an existing one (Count)
system.mem_ctrls.neitherReadNorWriteReqs            0                       # Number of requests that are neither read nor write (Count)
system.mem_ctrls.avgRdQLen                       1.43                       # Average read queue length when enqueuing ((Count/Tick))
system.mem_ctrls.avgWrQLen                      25.21                       # Average write queue length when enqueuing ((Count/Tick))
system.mem_ctrls.numRdRetry                         0                       # Number of times read queue was full causing retry (Count)
system.mem_ctrls.numWrRetry                         0                       # Number of times write queue was full causing retry (Count)
system.mem_ctrls.readPktSize::0                     0                       # Read request sizes (log2) (Count)
system.mem_ctrls.readPktSize::1                     0                       # Read request sizes (log2) (Count)
system.mem_ctrls.readPktSize::2                     0                       # Read request sizes (log2) (Count)
system.mem_ctrls.readPktSize::3                     0                       # Read request sizes (log2) (Count)
system.mem_ctrls.readPktSize::4                     0                       # Read request sizes (log2) (Count)
system.mem_ctrls.readPktSize::5                     0                       # Read request sizes (log2) (Count)
system.mem_ctrls.readPktSize::6               5775499                       # Read request sizes (log2) (Count)
system.mem_ctrls.writePktSize::0                    0                       # Write request sizes (log2) (Count)
system.mem_ctrls.writePktSize::1                    0                       # Write request sizes (log2) (Count)
system.mem_ctrls.writePktSize::2                    0                       # Write request sizes (log2) (Count)
system.mem_ctrls.writePktSize::3                    0                       # Write request sizes (log2) (Count)
system.mem_ctrls.writePktSize::4                    0                       # Write request sizes (log2) (Count)
system.mem_ctrls.writePktSize::5                    0                       # Write request sizes (log2) (Count)
system.mem_ctrls.writePktSize::6              3166466                       # Write request sizes (log2) (Count)
system.mem_ctrls.rdQLenPdf::0                 4709413                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::1                  714469                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::2                  258041                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::3                   74891                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::4                     703                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::5                      46                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::6                       1                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::7                       0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::8                       0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::9                       0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::10                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::11                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::12                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::13                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::14                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::15                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::16                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::17                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::18                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::19                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::20                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::21                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::22                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::23                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::24                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::25                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::26                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::27                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::28                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::29                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::30                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::31                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::0                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::1                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::2                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::3                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::4                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::5                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::6                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::7                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::8                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::9                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::10                      1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::11                      1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::12                      1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::13                      1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::14                      1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::15                  99785                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::16                 101804                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::17                 134546                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::18                 135379                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::19                 135692                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::20                 167743                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::21                 189963                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::22                 194793                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::23                 199305                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::24                 197947                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::25                 198606                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::26                 211132                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::27                 212581                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::28                 200688                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::29                 195387                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::30                 191341                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::31                 193435                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::32                 189531                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::33                   1490                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::34                   1390                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::35                    166                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::36                     72                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::37                     16                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::38                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::39                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::40                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::41                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::42                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::43                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::44                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::45                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::46                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::47                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::48                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::49                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::50                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::51                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::52                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::53                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::54                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::55                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::56                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::57                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::58                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::59                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::60                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::61                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::62                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::63                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.rdPerTurnAround::samples       184141                       # Reads before turning the bus around for writes (Count)
system.mem_ctrls.rdPerTurnAround::mean      31.267067                       # Reads before turning the bus around for writes (Count)
system.mem_ctrls.rdPerTurnAround::gmean     21.489270                       # Reads before turning the bus around for writes (Count)
system.mem_ctrls.rdPerTurnAround::stdev    281.628931                       # Reads before turning the bus around for writes (Count)
system.mem_ctrls.rdPerTurnAround::0-1023       184008     99.93%     99.93% # Reads before turning the bus around for writes (Count)
system.mem_ctrls.rdPerTurnAround::2048-3071           25      0.01%     99.94% # Reads before turning the bus around for writes (Count)
system.mem_ctrls.rdPerTurnAround::3072-4095           67      0.04%     99.98% # Reads before turning the bus around for writes (Count)
system.mem_ctrls.rdPerTurnAround::17408-18431           41      0.02%    100.00% # Reads before turning the bus around for writes (Count)
system.mem_ctrls.rdPerTurnAround::total        184141                       # Reads before turning the bus around for writes (Count)
system.mem_ctrls.wrPerTurnAround::samples       184141                       # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::mean      17.121532                       # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::gmean     17.090646                       # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::stdev      1.025750                       # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::16            82240     44.66%     44.66% # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::17             2056      1.12%     45.78% # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::18            95098     51.64%     97.42% # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::19             4722      2.56%     99.99% # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::20               23      0.01%    100.00% # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::21                2      0.00%    100.00% # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::total        184141                       # Writes before turning the bus around for reads (Count)
system.mem_ctrls.bytesReadWrQ                 1147840                       # Total number of bytes read from write queue (Byte)
system.mem_ctrls.bytesReadSys               369631936                       # Total read bytes from the system interface side (Byte)
system.mem_ctrls.bytesWrittenSys            202653824                       # Total written bytes from the system interface side (Byte)
system.mem_ctrls.avgRdBWSys              274885980.42028272                       # Average system read bandwidth in Byte/s ((Byte/Second))
system.mem_ctrls.avgWrBWSys              150708555.37807053                       # Average system write bandwidth in Byte/s ((Byte/Second))
system.mem_ctrls.totGap                  1344673641000                       # Total gap between requests (Tick)
system.mem_ctrls.avgGap                     150377.87                       # Average gap between requests ((Tick/Count))
system.mem_ctrls.requestorReadBytes::cpu.inst       861888                       # Per-requestor bytes read from memory (Byte)
system.mem_ctrls.requestorReadBytes::cpu.data    367622208                       # Per-requestor bytes read from memory (Byte)
system.mem_ctrls.requestorWriteBytes::writebacks    201777664                       # Per-requestor bytes write to memory (Byte)
system.mem_ctrls.requestorReadRate::cpu.inst 640964.442781471764                       # Per-requestor bytes read from memory rate ((Byte/Second))
system.mem_ctrls.requestorReadRate::cpu.data 273391396.219478964806                       # Per-requestor bytes read from memory rate ((Byte/Second))
system.mem_ctrls.requestorWriteRate::writebacks 150056977.207603573799                       # Per-requestor bytes write to memory rate ((Byte/Second))
system.mem_ctrls.requestorReadAccesses::cpu.inst        14246                       # Per-requestor read serviced memory accesses (Count)
system.mem_ctrls.requestorReadAccesses::cpu.data      5761253                       # Per-requestor read serviced memory accesses (Count)
system.mem_ctrls.requestorWriteAccesses::writebacks      3166466                       # Per-requestor write serviced memory accesses (Count)
system.mem_ctrls.requestorReadTotalLat::cpu.inst    476097000                       # Per-requestor read total memory access latency (Tick)
system.mem_ctrls.requestorReadTotalLat::cpu.data 176230551000                       # Per-requestor read total memory access latency (Tick)
system.mem_ctrls.requestorWriteTotalLat::writebacks 32021578209000                       # Per-requestor write total memory access latency (Tick)
system.mem_ctrls.requestorReadAvgLat::cpu.inst     33419.70                       # Per-requestor read average memory access latency ((Tick/Count))
system.mem_ctrls.requestorReadAvgLat::cpu.data     30588.93                       # Per-requestor read average memory access latency ((Tick/Count))
system.mem_ctrls.requestorWriteAvgLat::writebacks  10112718.16                       # Per-requestor write average memory access latency ((Tick/Count))
system.mem_ctrls.dram.bytesRead::cpu.inst       911744                       # Number of bytes read from this memory (Byte)
system.mem_ctrls.dram.bytesRead::cpu.data    368720192                       # Number of bytes read from this memory (Byte)
system.mem_ctrls.dram.bytesRead::total      369631936                       # Number of bytes read from this memory (Byte)
system.mem_ctrls.dram.bytesInstRead::cpu.inst       911744                       # Number of instructions bytes read from this memory (Byte)
system.mem_ctrls.dram.bytesInstRead::total       911744                       # Number of instructions bytes read from this memory (Byte)
system.mem_ctrls.dram.bytesWritten::writebacks    201774784                       # Number of bytes written to this memory (Byte)
system.mem_ctrls.dram.bytesWritten::total    201774784                       # Number of bytes written to this memory (Byte)
system.mem_ctrls.dram.numReads::cpu.inst        14246                       # Number of read requests responded to by this memory (Count)
system.mem_ctrls.dram.numReads::cpu.data      5761253                       # Number of read requests responded to by this memory (Count)
system.mem_ctrls.dram.numReads::total         5775499                       # Number of read requests responded to by this memory (Count)
system.mem_ctrls.dram.numWrites::writebacks      3152731                       # Number of write requests responded to by this memory (Count)
system.mem_ctrls.dram.numWrites::total        3152731                       # Number of write requests responded to by this memory (Count)
system.mem_ctrls.dram.bwRead::cpu.inst         678041                       # Total read bandwidth from this memory ((Byte/Second))
system.mem_ctrls.dram.bwRead::cpu.data      274207939                       # Total read bandwidth from this memory ((Byte/Second))
system.mem_ctrls.dram.bwRead::total         274885980                       # Total read bandwidth from this memory ((Byte/Second))
system.mem_ctrls.dram.bwInstRead::cpu.inst       678041                       # Instruction read bandwidth from this memory ((Byte/Second))
system.mem_ctrls.dram.bwInstRead::total        678041                       # Instruction read bandwidth from this memory ((Byte/Second))
system.mem_ctrls.dram.bwWrite::writebacks    150054835                       # Write bandwidth from this memory ((Byte/Second))
system.mem_ctrls.dram.bwWrite::total        150054835                       # Write bandwidth from this memory ((Byte/Second))
system.mem_ctrls.dram.bwTotal::writebacks    150054835                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrls.dram.bwTotal::cpu.inst        678041                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrls.dram.bwTotal::cpu.data     274207939                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrls.dram.bwTotal::total        424940816                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrls.dram.readBursts              5757564                       # Number of DRAM read bursts (Count)
system.mem_ctrls.dram.writeBursts             3152776                       # Number of DRAM write bursts (Count)
system.mem_ctrls.dram.perBankRdBursts::0       365590                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankRdBursts::1       364843                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankRdBursts::2       357828                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankRdBursts::3       360295                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankRdBursts::4       378512                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankRdBursts::5       356783                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankRdBursts::6       352785                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankRdBursts::7       351785                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankRdBursts::8       384807                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankRdBursts::9       360169                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankRdBursts::10       348513                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankRdBursts::11       346019                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankRdBursts::12       352405                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankRdBursts::13       348032                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankRdBursts::14       364491                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankRdBursts::15       364707                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankWrBursts::0       201378                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankWrBursts::1       202487                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankWrBursts::2       197266                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankWrBursts::3       199335                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankWrBursts::4       200537                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankWrBursts::5       197346                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankWrBursts::6       195965                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankWrBursts::7       194135                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankWrBursts::8       200891                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankWrBursts::9       200599                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankWrBursts::10       191205                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankWrBursts::11       189264                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankWrBursts::12       192762                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankWrBursts::13       191562                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankWrBursts::14       196870                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankWrBursts::15       201174                       # Per bank write bursts (Count)
system.mem_ctrls.dram.totQLat             68752323000                       # Total ticks spent queuing (Tick)
system.mem_ctrls.dram.totBusLat           28787820000                       # Total ticks spent in databus transfers (Tick)
system.mem_ctrls.dram.totMemAccLat       176706648000                       # Total ticks spent from burst creation until serviced by the DRAM (Tick)
system.mem_ctrls.dram.avgQLat                11941.22                       # Average queueing delay per DRAM burst ((Tick/Count))
system.mem_ctrls.dram.avgBusLat               5000.00                       # Average bus latency per DRAM burst ((Tick/Count))
system.mem_ctrls.dram.avgMemAccLat           30691.22                       # Average memory access latency per DRAM burst ((Tick/Count))
system.mem_ctrls.dram.readRowHits             4764761                       # Number of row buffer hits during reads (Count)
system.mem_ctrls.dram.writeRowHits            2810786                       # Number of row buffer hits during writes (Count)
system.mem_ctrls.dram.readRowHitRate            82.76                       # Row buffer hit rate for reads (Ratio)
system.mem_ctrls.dram.writeRowHitRate           89.15                       # Row buffer hit rate for writes (Ratio)
system.mem_ctrls.dram.bytesPerActivate::samples      1334780                       # Bytes accessed per row activation (Byte)
system.mem_ctrls.dram.bytesPerActivate::mean   427.230663                       # Bytes accessed per row activation (Byte)
system.mem_ctrls.dram.bytesPerActivate::gmean   263.298253                       # Bytes accessed per row activation (Byte)
system.mem_ctrls.dram.bytesPerActivate::stdev   375.304653                       # Bytes accessed per row activation (Byte)
system.mem_ctrls.dram.bytesPerActivate::0-127       323276     24.22%     24.22% # Bytes accessed per row activation (Byte)
system.mem_ctrls.dram.bytesPerActivate::128-255       243766     18.26%     42.48% # Bytes accessed per row activation (Byte)
system.mem_ctrls.dram.bytesPerActivate::256-383       234786     17.59%     60.07% # Bytes accessed per row activation (Byte)
system.mem_ctrls.dram.bytesPerActivate::384-511        68587      5.14%     65.21% # Bytes accessed per row activation (Byte)
system.mem_ctrls.dram.bytesPerActivate::512-639        32250      2.42%     67.63% # Bytes accessed per row activation (Byte)
system.mem_ctrls.dram.bytesPerActivate::640-767        29189      2.19%     69.81% # Bytes accessed per row activation (Byte)
system.mem_ctrls.dram.bytesPerActivate::768-895        96168      7.20%     77.02% # Bytes accessed per row activation (Byte)
system.mem_ctrls.dram.bytesPerActivate::896-1023        42690      3.20%     80.22% # Bytes accessed per row activation (Byte)
system.mem_ctrls.dram.bytesPerActivate::1024-1151       264068     19.78%    100.00% # Bytes accessed per row activation (Byte)
system.mem_ctrls.dram.bytesPerActivate::total      1334780                       # Bytes accessed per row activation (Byte)
system.mem_ctrls.dram.dramBytesRead         368484096                       # Total bytes read (Byte)
system.mem_ctrls.dram.dramBytesWritten      201777664                       # Total bytes written (Byte)
system.mem_ctrls.dram.avgRdBW              274.032361                       # Average DRAM read bandwidth in MiBytes/s ((Byte/Second))
system.mem_ctrls.dram.avgWrBW              150.056977                       # Average DRAM write bandwidth in MiBytes/s ((Byte/Second))
system.mem_ctrls.dram.peakBW                 12800.00                       # Theoretical peak bandwidth in MiByte/s ((Byte/Second))
system.mem_ctrls.dram.busUtil                    3.31                       # Data bus utilization in percentage (Ratio)
system.mem_ctrls.dram.busUtilRead                2.14                       # Data bus utilization in percentage for reads (Ratio)
system.mem_ctrls.dram.busUtilWrite               1.17                       # Data bus utilization in percentage for writes (Ratio)
system.mem_ctrls.dram.pageHitRate               85.02                       # Row buffer hit rate, read and write combined (Ratio)
system.mem_ctrls.dram.power_state.pwrStateResidencyTicks::UNDEFINED 1344673655000                       # Cumulative time (in ticks) in various power states (Tick)
system.mem_ctrls.dram.rank0.actEnergy      4612090140                       # Energy for activate commands per rank (pJ) (Joule)
system.mem_ctrls.dram.rank0.preEnergy      2451361275                       # Energy for precharge commands per rank (pJ) (Joule)
system.mem_ctrls.dram.rank0.readEnergy    20623325940                       # Energy for read commands per rank (pJ) (Joule)
system.mem_ctrls.dram.rank0.writeEnergy    8291703780                       # Energy for write commands per rank (pJ) (Joule)
system.mem_ctrls.dram.rank0.refreshEnergy 106147098720.000015                       # Energy for refresh commands per rank (pJ) (Joule)
system.mem_ctrls.dram.rank0.actBackEnergy 506570357250                       # Energy for active background per rank (pJ) (Joule)
system.mem_ctrls.dram.rank0.preBackEnergy  89769119520                       # Energy for precharge background per rank (pJ) (Joule)
system.mem_ctrls.dram.rank0.actPowerDownEnergy            0                       # Energy for active power-down per rank (pJ) (Joule)
system.mem_ctrls.dram.rank0.prePowerDownEnergy            0                       # Energy for precharge power-down per rank (pJ) (Joule)
system.mem_ctrls.dram.rank0.selfRefreshEnergy            0                       # Energy for self refresh per rank (pJ) (Joule)
system.mem_ctrls.dram.rank0.totalEnergy  738465056625                       # Total energy per rank (pJ) (Joule)
system.mem_ctrls.dram.rank0.averagePower   549.177902                       # Core power per rank (mW) (Watt)
system.mem_ctrls.dram.rank0.totalIdleTime            0                       # Total Idle time Per DRAM Rank (Tick)
system.mem_ctrls.dram.rank0.pwrStateTime::IDLE 227811291000                       # Time in different power states (Tick)
system.mem_ctrls.dram.rank0.pwrStateTime::REF  44901480000                       # Time in different power states (Tick)
